1,0x0000000000000000000000000000000000001004,BSC: Token Hub,154,035,376.66617236 BNB,--,2,809,266
193,0xa16295bcc5bc88efd1e89dbe98a4f59363feea74,,5,165.006395 BNB,0.02308776%,7
194,0x32f6cf5ed00dfbf134823e43fa5c3a4877d1fdcb,,5,132.4605653 BNB,0.02294228%,180
195,0xd50e8ce9d5c1f5228bcc77e318907bb4960578ef,,5,072.82754006 BNB,0.02267572%,11
196,0xe842e8399301c10d64204477ddab9d3d878e2edf,,5,033.53108903 BNB,0.02250006%,4
197,0x8c7de13ecf6e92e249696defed7aa81e9c93931a,,5,010.13269116 BNB,0.02239547%,429
198,0x31b58a9165829c30a9fe94d51bf175162ebac2be,,5,007.80613266 BNB,0.02238507%,13
199,0x8dc98afdc318c6bcb727ba531cbdbe6c63707c33,,5,001.17868706 BNB,0.02235545%,51
200,0x26405c3fcc8f356e2dac273c583f1226a2caf2c3,,5,000.006395 BNB,0.02235021%,8
201,0x1be008a14e5952e265b21b54ab1a28e56e7d1f20,,5,000.006395 BNB,0.02235021%,12
202,0x1b94192b71bcfb938fffcab43762f51786f71ce3,,5,000.006395 BNB,0.02235021%,12
203,0x1c1fc1cccbc00775974a61a7021c16b005e8069e,,5,000.006395 BNB,0.02235021%,12
204,0x1b7fa9be96ef4e836e641d1b5a332449f37bbea4,,5,000.006395 BNB,0.02235021%,12
205,0x1b9ddbae9d9c6998779c9f89f86e521945154e1f,,5,000.006395 BNB,0.02235021%,12
206,0x1bb302869f52e76ce06e915d7b4ab797d023d64e,,5,000.006395 BNB,0.02235021%,12
207,0x1b488d20a1a3b5c309bfdbac1c00db341ea5645c,,5,000.006395 BNB,0.02235021%,12
208,0x167db0c8ca3ac71ffb4c0fc8e9bcd15660712c23,,5,000.00618291 BNB,0.02235021%,5
209,0x18c34300b4190bcad0c7d33357f3ffd169a3af7c,,5,000.00608 BNB,0.02235020%,10
210,0xa4a6db60a345e40f389792952149b2d1255b9542,,4,889.79821827 BNB,0.02185757%,671
211,0xaa3d85ad9d128dfecb55424085754f6dfa643eb1,,4,879.12140991 BNB,0.02180985%,3,601
212,0x93181d911200ccbbea4048c81bc097f6b84ecf3b,,4,862.89786035 BNB,0.02173733%,9
213,0xa4046907a0a4a65d95dbd447d0007e1a264c168b,,4,800.0065 BNB,0.02145620%,2
214,0xdbd222df916a1bc3ce2896657911d2895919227b,,4,797.01093707 BNB,0.02144281%,33
215,0x15d1d56978e6d51d58ed8e64c152baec39cba129,,4,742.1948425 BNB,0.02119778%,5
216,0x8b50bdb57f16a165533b7908719a913cc8a67aa2,,4,735.10628936 BNB,0.02116609%,32
217,0x17e98a24f992bb7bcd62d6722d714a3c74814b94,,4,728.47851658 BNB,0.02113647%,50
218,0xbbeaca6974d42df9711c3ec850f0812810331411,,4,720.39034408 BNB,0.02110031%,6
219,0x760077db9ab0a6d73fe124e334be8af70b00cdfd,,4,690.006395 BNB,0.02096450%,19
220,0x1c264219a2643578407d18d6ac9af8a54cf5dc23,,4,665.35236857 BNB,0.02085429%,31
221,0x9fac9716c8e87f269ec905537a2dad70a5afeb4c,,4,656 BNB,0.02081249%,4
222,0xcfcfc0f72b9c90f9429eb877dc19ab913c1964e7,,4,632.00616977 BNB,0.02070523%,300
223,0x697c13ec1bfa49b929b927cdb84549a67067c07a,,4,592.00606431 BNB,0.02052643%,568
224,0xbd52d0eb869dac59e9c0ad37c5a24acf2499636b,,4,553.006395 BNB,0.02035210%,29
225,0x789ecc81d93decd023883a4c2d813b0d5d0f8e81,,4,530.90597246 BNB,0.02025331%,41
226,0x5ffcb202e499ef042487e27aedeae114debef5e5,,4,507.006395 BNB,0.02014648%,87
227,0x1e34a77868e19a6647b1f2f47b51ed72dede95dd,Tornado.Cash: 100 BNB,4,500 BNB,0.02011516%,0
228,0xceb4638e13d0db2e5b489fb8346796cf6300a8f0,,4,467.11625366 BNB,0.01996817%,2
229,0x8076c74c5e3f5852037f31ff0093eeb8c8add8d3,Safemoon Protocol: SAFEMOON Token,4,408.40086882 BNB,0.01970571%,2,392,076
230,0xff48351c83534e0e2222d36310ed6c7e04b208f1,,4,401.0038695 BNB,0.01967264%,19
231,0x0c81d441640025429265d8cc2b229ca47226aa92,,4,348.70531049 BNB,0.01943887%,241
232,0xf4a6d62a53283bf4076416e79c5f04c9d75a7216,,4,345.38603661 BNB,0.01942403%,78,779
233,0xc7d43f2b51f44f09fbb8a691a0451e8ffcf36c0a,EverRise: RISE Token,4,331.22296915 BNB,0.01936072%,66,142
234,0x06bc0713e3cde1ae66c6e5c0b87a2b70ce14f5cc,,4,293.50500541 BNB,0.01919212%,129
235,0xa2c90d3a54e590370a59515fa86e05a17f9bf5b1,,4,270.006395 BNB,0.01908708%,72
236,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,,4,260.1604012 BNB,0.01904307%,257
237,0x72a53cdbbcc1b9efa39c834a540550e23463aacb,,4,258.69548243 BNB,0.01903652%,2,511
238,0x9e8451158086ba066d93c11d8d4b6e1969bcbc8d,,4,252.72373523 BNB,0.01900983%,24
239,0xee0b58c110070ac3f45419bb37a084db11849857,,4,241.00558 BNB,0.01895745%,8
240,0x674c5186918c06b3685a4565a8cdcd8ad303134e,,4,226.00628942 BNB,0.01889040%,32
241,0x69e4694dd76f3ec3eb72253a60c665a522084aee,,4,216.07842956 BNB,0.01884602%,2
242,0x012d9419fafada4afbf2f5a7efcd7bdf5309f5cc,,4,210.00565501 BNB,0.01881887%,25
243,0x5ed59adca46790ea04e4853c5b61f87264d1cd5c,,4,175.00554932 BNB,0.01866242%,47
244,0x16816ba4abc9581b5674c9c84b9d959556081011,,4,086.8339163 BNB,0.01826829%,62
245,0x299195c65c504cf9296b2c1b7a02b96ef58eedbe,,4,069.88188271 BNB,0.01819252%,48
246,0xcc1184e6d3e166b63993cb9945237beec8268aa0,,4,042.006395 BNB,0.01806791%,7
247,0xf59cdd5fa2dab1ca7f70720f4f6e8da6fb523b70,,4,011.00530885 BNB,0.01792934%,263
248,0x64c9768db394c38700b7fa425f91659c60038aae,,4,007.46273677 BNB,0.01791350%,640,525
249,0x996cd796b9f1c2660c85220fc1d253ad3f0ad2d8,,4,000.00929818 BNB,0.01788018%,24
250,0x32b98dad3787fc02b9c55d79b893dfa598d4bd28,,4,000.006395 BNB,0.01788017%,37
251,0x05aaaa48aef339ca940f01b75825608bf313f6fe,,4,000.00628918 BNB,0.01788017%,24
252,0xcd198be08a33cbe2172f3be45cdb431e060076bc,,3,997.41091937 BNB,0.01786857%,97
253,0x3cd9e5681f5c588d2bebe509be569812d184c653,,3,970.2450048 BNB,0.01774714%,16
254,0x0000000000000000000000000000000000001000,BSC: Validator Set,3,934.69133864 BNB,0.01758821%,10,888,005
